line_no,N,M_stored,M_pari,K_stored,K_pari,U_stored,U_pari,Q_stored,Q_pari,R_stored,R_pari,irreducible,max_off_circle,ok_irr,ok_M,ok_KUQR
150,22,1.286735477551452290457085938658140412740547576530042435332579673920163735,1.28673547755145229045708593865814041274054757653004243533258,3,3,16,16,4,4,2,2,1,0.186304101326091986975641421216199113788718509281361128977365,1,1,1
151,22,1.289043270829785317293134748544908812444915592823943434683028395661026706,1.28904327082978531729313474854490881244491559282394343468303,3,3,16,16,4,4,2,2,1,0.126004167944740238150640845508649688760411106671624699427564,1,1,1
152,22,1.289153079652975495529142990161482785254057802108729182649576460159515782,1.28915307965297549552914299016148278525405780210872918264958,5,5,12,12,8,8,2,2,1,0.0803146001840044887333630173590274010050414028717218781892728,1,1,1
153,22,1.289397453817804332312556487749306864958896057875473916316301531541058625,1.28939745381780433231255648774930686495889605787547391631630,3,3,16,16,4,4,2,2,1,0.122398878672675279569442075115195806886649767297293715639539,1,1,1
154,22,1.292723128748288216419478170188162470259092038005579150193904695986351931,1.29272312874828821641947817018816247025909203800557915019390,2,2,18,18,4,4,0,0,1,0.136979827766653130263375001835248494320131698087388152815844,1,1,1
155,22,1.292918185635559310022698804368823764682725696472074767271509994499326097,1.29291818563555931002269880436882376468272569647207476727151,3,3,16,16,4,4,2,2,1,0.106875553799843509108180510889494602564651934334888247403851,1,1,1
156,22,1.293955335404367013390142658650528224670232427915139071279995644952761819,1.29395533540436701339014265865052822467023242791513907128000,3,3,16,16,4,4,2,2,1,0.116276268844558344985578572478865980406480479227032329265905,1,1,1
157,22,1.296346045958560633089241460565576068317304761202440463540033996424900023,1.29634604595856063308924146056557606831730476120244046354003,2,2,18,18,4,4,0,0,1,0.138571932711570329042201054097454156905643501868782882525587,1,1,1
158,22,1.296421365194547218873224266498702275589617222774875775383982464169375320,1.29642136519454721887322426649870227558961722277487577538398,1,1,20,20,0,0,2,2,1,0.296421365194547218873224266498702275589617222774875775383982,1,1,1
159,22,1.296992814014932175923181424509749834603421849985094902071128264582126111,1.29699281401493217592318142450974983460342184998509490207113,4,4,14,14,8,8,0,0,1,0.0897166909041103331570421771295350407805813997026274210591974,1,1,1
160,22,1.299313007732931091241286245464520930940609255792038559917745953978763913,1.29931300773293109124128624546452093094060925579203855991775,2,2,18,18,4,4,0,0,1,0.139874119248669971854782278183413479429823683659741636987146,1,1,1
163,24,1.218855150304276349254304785738042863352024502066860932805668976006054456,1.21885515030427634925430478573804286335202450206686093280567,2,2,20,20,4,4,0,0,1,0.104017730973681576792362280609923709481430611154320161998382,1,1,1
164,24,1.219057507826488532664529368173388296855074827657383943812028056175339722,1.21905750782648853266452936817338829685507482765738394381203,2,2,20,20,4,4,0,0,1,0.104109373126815064927651559516642114501337474902751711668461,1,1,1
165,24,1.234443834872885199911382686973641942490087146713301533258982657437620304,1.23444383487288519991138268697364194249008714671330153325898,2,2,20,20,4,4,0,0,1,0.111055279845645303934632899083207672846390094525800469819014,1,1,1
166,24,1.253743761231366879889800229403202159428954196409293596479424030387094718,1.25374376123136687988980022940320215942895419640929359647942,2,2,20,20,4,4,0,0,1,0.119706997938017211483909276831621503984196755294468988227930,1,1,1
167,24,1.254104305575560389129594899307839693245349816372759253375810894007811098,1.25410430557556038912959489930783969324534981637275925337581,2,2,20,20,4,4,0,0,1,0.119867985780270615344349122605728596119393925570205458216146,1,1,1
168,24,1.254491781941537809677700674511586016290503910159001382808632272040917817,1.25449178194153780967770067451158601629050391015900138280863,2,2,20,20,4,4,0,0,1,0.120040973331573173871631169728769851558556990387992847462148,1,1,1
169,24,1.256201731791333488096698339447917657640676084781990905546835153478423365,1.25620173179133348809669833944791765764067608478199090554684,2,2,20,20,4,4,0,0,1,0.120804055930979172015029924531334328661775738956057581849919,1,1,1
170,24,1.257606104951970633174023410903192801235946428426490205985827956026658502,1.25760610495197063317402341090319280123594642842649020598583,4,4,16,16,8,8,0,0,1,0.0653513876268995880388981886245153955869472680166698226034300,1,1,1
171,24,1.260103540354990920321649852331678168961999664904333174814990287796601346,1.26010354035499092032164985233167816896199966490433317481499,1,1,22,22,0,0,2,2,1,0.260103540354990920321649852331678168961999664904333174814990,1,1,1
172,24,1.261552552254165608675279510505800057981836568948744221401976799340315170,1.26155255225416560867527951050580005798183656894874422140198,4,4,16,16,8,8,0,0,1,0.0600342455732128338005589868199380989114769658904625932954468,1,1,1
173,24,1.261622390371859259581604520643798511716755800125084753073253991860760793,1.26162239037185925958160452064379851171675580012508475307325,2,2,20,20,4,4,0,0,1,0.123219653661677725355731070177359261419845527145360648732025,1,1,1
174,24,1.264833080300366270363584697519828648881327383598112007339443647192344028,1.26483308030036627036358469751982864888132738359811200733944,2,2,20,20,4,4,0,0,1,0.124647980614541569703403262515220895259557467560769117106671,1,1,1
175,24,1.266538700017496028439967323596212992571600809290156160865908180177924696,1.26653870001749602843996732359621299257160080929015616086591,2,2,20,20,4,4,0,0,1,0.125406015630579446051004483841425584632456028726088444123295,1,1,1
176,24,1.270608190763850434520772062333743077557753138515950796846139002266409695,1.27060819076385043452077206233374307755775313851595079684614,2,2,20,20,4,4,0,0,1,0.127212575676766673341432041861365188544384189259035087132874,1,1,1
177,24,1.273094845325253465077001553567141342667923468977628354380131507818621858,1.27309484532525346507700155356714134266792346897762835438013,4,4,16,16,8,8,0,0,1,0.0649058048925740078386039527837141449237438885165285612940490,1,1,1
178,24,1.273252334302721802864893517437785798751559650971309593267954978916839391,1.27325233430272180286489351743778579875155965097130959326795,4,4,16,16,8,8,0,0,1,0.0873088052383032252502868621683813539405547400102214643768644,1,1,1
179,24,1.273797810521666807076825376207563009970235380521419540292256749484601027,1.27379781052166680707682537620756300997023538052141954029226,2,2,20,20,4,4,0,0,1,0.128626515071157987136143933794739610742491871207329602826117,1,1,1
180,24,1.274016985625902171615356167259696710928502627929732247868933112041625281,1.27401698562590217161535616725969671092850262792973224786893,4,4,16,16,8,8,0,0,1,0.0708041515802936676374621355403040406785911892120873512661554,1,1,1
181,24,1.275963094358246802422221688658959051766549348906060930813873612262410543,1.27596309435824680242222168865895905176654934890606093081387,2,2,20,20,4,4,0,0,1,0.129585363909362452758376268979783575770041082663718611069641,1,1,1
182,24,1.277168708382302443440264257124660664426924727391205321533648737282520911,1.27716870838230244344026425712466066442692472739120532153365,2,2,20,20,4,4,0,0,1,0.130118891259810081509717449131011225470891644992233415548843,1,1,1
183,24,1.277515976502333131732809545975515651084768822922407845921090940048501890,1.27751597650233313173280954597551565108476882292240784592109,3,3,18,18,4,4,2,2,1,0.0935368730157697324083975142586504970564604689870489031183150,1,1,1
184,24,1.277880456611316466566248901403590891707104634289722730660493326543328514,1.27788045661131646656624890140359089170710463428972273066049,2,2,20,20,4,4,0,0,1,0.130433747112725074879395810755561908772503329272673997158331,1,1,1
185,24,1.278063398983125158223847403160990672963672882119759431182672355172321359,1.27806339898312515822384740316099067296367288211975943118267,2,2,20,20,4,4,0,0,1,0.130514661109321995432262733156938244727055130881108156737273,1,1,1
186,24,1.279415986108628370048668580793791143000762142564456321415118599982502262,1.27941598610862837004866858079379114300076214256445632141512,4,4,16,16,8,8,0,0,1,0.0901833693976468789379940214988372606922037220893418663306716,1,1,1
187,24,1.281656726661167800431196655661638945126613310115050252570425082612762659,1.28165672666116780043119665566163894512661331011505025257043,2,2,20,20,4,4,0,0,1,0.132102789794799419401258333346028707443163614876105885806706,1,1,1
188,24,1.281824295348928966988305670700741352500421677960955805081361711353854832,1.28182429534892896698830567070074135250042167796095580508136,2,2,20,20,4,4,0,0,1,0.132176795093826751668895585946011529002362800905679118385563,1,1,1
189,24,1.282228408313807425293329267070140024741031319706700715110903242878262887,1.28222840831380742529332926707014002474103131970670071511090,2,2,20,20,4,4,0,0,1,0.132355248282890869426739312054269542234653866914459078051243,1,1,1
190,24,1.283668286046136272291264523400846666327591545524923262446438605254462383,1.28366828604613627229126452340084666632759154552492326244644,4,4,16,16,8,8,0,0,1,0.101401480186755336300355556683760015839033128367510352044251,1,1,1
191,24,1.284029047868923311937328436399485124541390747326371923851326311634598392,1.28402904786892331193732843639948512454139074732637192385133,4,4,16,16,8,8,0,0,1,0.0678551543159290268150807177186489548024674204781423594082226,1,1,1
192,24,1.284078466121049899625842192376514628914274906465296711381558173204000633,1.28407846612104989962584219237651462891427490646529671138156,2,2,20,20,4,4,0,0,1,0.133171860805345757075745070097579743232871466847810907034006,1,1,1
193,24,1.284098295177433377551778560928853328526806728712186711592398330436836767,1.28409829517743337755177856092885332852680672871218671159240,3,3,18,18,4,4,2,2,1,0.112586428938802538655156321695302727509713115161087024501270,1,1,1
194,24,1.286884070865136657668673608051353402722238268395945808313160915809171357,1.28688407086513665766867360805135340272223826839594580831316,2,2,20,20,4,4,0,0,1,0.134409128518074231063606488874799619955697652934297073667752,1,1,1
195,24,1.288507402632052848763715004332682592049378833560169882022650531574025912,1.28850740263205284876371500433268259204937883356016988202265,4,4,16,16,8,8,0,0,1,0.0763719505815485216564978663306759063998601301737923610800085,1,1,1
196,24,1.289179589677724831886639152692014028029604695297686788091538852799854891,1.28917958967772483188663915269201402802960469529768678809154,2,2,20,20,4,4,0,0,1,0.135420446212646300999154591304317137994159553443119375801066,1,1,1
197,24,1.290066152643420693640017792980227020013135429277871822400810660257149402,1.29006615264342069364001779298022702001313542927787182240081,2,2,20,20,4,4,0,0,1,0.135810790864138908599944599762044703350397457878278745548375,1,1,1
198,24,1.290821129116670427456223470767158639208781642829599959821127438871426467,1.29082112911667042745622347076715863920878164282959995982113,3,3,18,18,4,4,2,2,1,0.0990075057209250843680567114805875277652155913110804793401998,1,1,1
199,24,1.291240454187783844009473072541790923735047539849473466020938630780835273,1.29124045418778384400947307254179092373504753984947346602094,2,2,20,20,4,4,0,0,1,0.136327617453603846012886538611737551734192414929916450759526,1,1,1
200,24,1.291424801068976399567211107280980011809252339657567581395009643828250018,1.29142480106897639956721110728098001180925233965756758139501,2,2,20,20,4,4,0,0,1,0.136408729757465564132188668904040592995199421847691190271172,1,1,1
201,24,1.291741425714500483635599066106538616717832154961085041460330006512822157,1.29174142571450048363559906610653861671783215496108504146033,1,1,22,22,0,0,2,2,1,0.291741425714500483635599066106538616717832154961085041460330,1,1,1
202,24,1.292259056428232410973330971542037253644420321000834893603680901616468087,1.29225905642823241097333097154203725364442032100083489360368,2,2,20,20,4,4,0,0,1,0.136775728289548065935435282734628406700244934112387556225912,1,1,1
203,24,1.292448862133566020018425940997341095418200153839745818922531771294931962,1.29244886213356602001842594099734109541820015383974581892253,2,2,20,20,4,4,0,0,1,0.136859209459802027608419556024605011487802842512607151280525,1,1,1
204,24,1.292984094420959389565987445794281947032086689354962705250914271065028488,1.29298409442095938956598744579428194703208668935496270525091,6,6,12,12,12,12,0,0,1,0.0617743622462612704460195519213512843367608450078848085064201,1,1,1
205,24,1.293602150873593784018967217783454474059392541466929637831926479183861415,1.29360215087359378401896721778345447405939254146692963783193,4,4,16,16,8,8,0,0,1,0.0899497931940423974631154915047253325188610551214851553287296,1,1,1
206,24,1.295587903566430057498414788451417740423335493593500800821042727736256835,1.29558790356643005749841478845141774042333549359350080082104,4,4,16,16,8,8,0,0,1,0.0716123008458227724171680545901686374680100483310213572982702,1,1,1
207,24,1.296865864683917652167105382201521407929731311113575569315735649599355429,1.29686586468391765216710538220152140792973131111357556931574,2,2,20,20,4,4,0,0,1,0.138800186461135793998921581531294888040785471050811937557865,1,1,1
208,24,1.299560949998796316457492783151380196301870373471298279723182425274046056,1.29956094999879631645749278315138019630187037347129827972318,2,2,20,20,4,4,0,0,1,0.139982872677829452510423339264346397722988939956650916572178,1,1,1
211,26,1.223777454947635744527080054012601818496506145399593473115834242282211355,1.22377745494763574452708005401260181849650614539959347311583,3,3,20,20,4,4,2,2,1,0.0774215641136571010987399715579380036129324236447796535076579,1,1,1
212,26,1.226092894511820135651116604169911808959330358776620619612837328966094638,1.22609289451182013565111660416991180895933035877662061961284,2,2,22,22,4,4,0,0,1,0.107290790403234653242495775926356255424677613824186394203443,1,1,1
213,26,1.234500336789244133453711133223999323414051384844779226413991445847224441,1.23450033678924413345371113322399932341405138484477922641399,3,3,20,20,4,4,2,2,1,0.160384859716408645619503670408293061716279860101520555416090,1,1,1
